1Sp4Z3mOds5ZAem_nZn6_IYvxelG_7qSS	mechanical-workshop	fme-mst1-paper.pdf
1RdA7nuLobXlEIcrVFOIg0xWdo8Yg_mSg	mechanical-workshop	foundry-shop.pdf
1Pupk7tuaxTm9IcpXGLarS1wXOAccv9SV	programming	functions-and-recursion.pdf
1T3jR8cQl7RlEacidGL3vqXr06rlfFG2y	chemistry	infrared-spectroscopy.pdf
1Tc4ut6e2UtfHo-FZELuD3-9zPhfaCKVg	physics	interference.pdf
1PPFp5tGMdxZyXGUL_5QBO3pn98gWnuQH	programming	lab-assignment-0.pdf
1PXqb4_aFr1gtC_11Ju9SoTcuzJ62IJDf	programming	lab-assignment-1.pdf
1P3r_x8iFFkdQi3lLSa-kWBpMliTcWNK1	programming	lab-assignment-2.pdf
1PY9HZU1C6P0f_bR_gi1fMdanktu9sq9H	languages	lab-manual-english.pdf
1PmQxKAYhUl6iY-mQWzaBjHMf0AFMyH7S	general	lab-manual-unlabeled.pdf
1NxM83B98poedbmWl2QQe2fs4HMjKB3BO	chemistry	lech206.pdf
1QedLuyp0nIo68Qm0KQ0zfMNk5Bk4g9HI	mechanical-workshop	lubricants-study-material-1.docx
1QhQ2aGDJ29Zx03UynHQz-Wjl-353FZ-U	mechanical-workshop	lubricants-study-material.docx
1QKjtSBUl-u5yzErKZkltMcc1k00UGrtH	mechanical-workshop	lubricants.pdf
1SR3GQQUiRlRrtDbCL7gxMKwG9uWwsggF	mathematics	m02-previous-years.pdf
1RWpgisNzNBOwyqglMZzD6HtdJ80py9gR	mechanical-workshop	machine-shop.pdf
1T3tx9gZWzy8Ws6EPB76s8zUuedpSADRk	mechanical-workshop	me-boiler-notes.pdf
1Qge47p4wSWwTIeIUg2OAI3xBdKBB4thW	mechanical-workshop	oil-waste-disposal-methods.pptx
1QIa8B1QuapSqPw-UHGbuyT7vSWaYqlTW	general	paper.pdf
1PzTitoDilPykSHA8ljNL3Mp5yN78uSZ1	programming	pointers-in-c-part1.pdf
1QFLeT3Oqt3_9AHKj3ptzLCaKaUWZMuLh	chemistry	polymers.pdf
1SHn7R4ITh1lyqE9tnebKRShDmuMcPwqO	languages	ppt-communication-skills.pptx
1SHzN-zgNvvDEZrscfKzarXRf5MNGNiSj	languages	ppt-public-speaking.ppt
1SvRZW0M4n0_qmAG_9pY8FMI_zr2l6I3y	mechanical-workshop	fme-notes-ravi-jatola.pdf
1Qd76Z3kSwU4yAsImKBqfUEmK_vUcuuYt	mechanical-workshop	selection-of-lubricant.pptx
1Q5o5B0p_IIlgi9G3xexn8aTDRHHGCach	general	sgsits-papers.pdf
1RjarZ0gonMoCH-mXFxe9DFU25tRgK6Mp	mechanical-workshop	smithy-shop.pdf
1PgYUUNlyayHE7u7CRW8tXR1mpKM-mtOR	languages	sound-spelling-chart.pdf
1Tek4g8p5pktgA0JZBT_gBfl3d_BbnzjS	languages	english-lab-tanmay-mehta.pdf
1Nzx_ggzeJ6JvERx5ew3M94NQZ9TNMSoq	languages	unit2-technical-english-notes.pdf
1NruwnuuNiJJfPuCunFYO7dTSyUvLMr03	chemistry	unit1-organic-inorganic-physical-chemistry.pdf
1QDGnmfAhmdtXi7AXR3vkmGHaPsFDJdcd	chemistry	water.pdf
1Rnq4hV-6asyEiWqXyI7HF42LpxRCIma6	mechanical-workshop	welding-shop-drive-1.pdf
1S4RGKrUq7_J6VthWt_WhlgdYRe2q9WFF	mechanical-workshop	welding-shop-drive-2.pdf
