/uploads/mechanical-workshop/mechanical-endsem-2025.pdf	Mechanical Endsem 2025
/uploads/mechanical-workshop/mechanical-mst1-semA.pdf	Mechanical Mid-Semester Test 1
/uploads/mechanical-workshop/mechanical-mst2-semA.pdf	Mechanical Mid-Semester Test 2
/uploads/mechanical-workshop/mechanical-properties-question-bank.pdf	Mechanical Properties Question Bank
/uploads/mechanical-workshop/mechanical-sample-paper-1.pdf	Mechanical Engineering — Sample Paper 1
/uploads/mechanical-workshop/mechanical-sample-paper-2.pdf	Mechanical Engineering — Sample Paper 2
/uploads/mechanical-workshop/mechanical-sample-paper-3.pdf	Mechanical Engineering — Sample Paper 3
/uploads/mechanical-workshop/mechanical-sample-paper-4.pdf	Mechanical Engineering — Sample Paper 4
/uploads/mechanical-workshop/mechanical-sample-paper-5.pdf	Mechanical Engineering — Sample Paper 5
/uploads/mechanical-workshop/oil-waste-disposal-methods.pptx	Oil Waste Disposal Methods
/uploads/mechanical-workshop/properties-of-materials-notes.pdf	Properties Of Materials Notes
/uploads/mechanical-workshop/selection-of-lubricant.pptx	Selection Of Lubricant
/uploads/mechanical-workshop/smithy-shop.pdf	Smithy Shop
/uploads/mechanical-workshop/strength-of-material.pdf	Strength Of Material
/uploads/mechanical-workshop/theory-of-machines-notes.pdf	Theory Of Machines Notes
/uploads/mechanical-workshop/thermodynamics.pdf	Thermodynamics
/uploads/mechanical-workshop/unit1-mechanical-properties-slides.pdf	Unit1 Mechanical Properties Slides
/uploads/mechanical-workshop/unit2-theory-of-machines-slides.pdf	Unit2 Theory Of Machines Slides
/uploads/mechanical-workshop/unit3-fluid-kinematics-slides.pdf	Unit3 Fluid Kinematics Slides
/uploads/mechanical-workshop/unit4-ic-engines-automobiles-slides.pdf	Unit4 Ic Engines Automobiles Slides
/uploads/mechanical-workshop/welding-shop-drive-1.pdf	Welding Shop Drive 1
/uploads/mechanical-workshop/welding-shop-drive-2.pdf	Welding Shop Drive 2
/uploads/mechanical-workshop/welding-shop.pdf	Welding Shop
/uploads/physics/fiber-optics-slides.pdf	Fiber Optics Slides
/uploads/physics/fibre-optics-notes-v1.pdf	Fibre Optics Notes (Version 1)
/uploads/physics/interference.pdf	Interference
/uploads/physics/laser-notes.pdf	Laser Notes
/uploads/physics/physics-1st-year-complete-v2.pdf	Physics 1st Year Complete (Version 2)
/uploads/physics/physics-endsem-1-2025.pdf	Physics Endsem 1 2025
/uploads/physics/physics-full-notes.pdf	Physics Full Notes
/uploads/physics/physics-mst2-semA.pdf	Physics Mid-Semester Test 2
/uploads/physics/physics-notes-op-thakur.pdf	Physics Notes Op Thakur
/uploads/physics/physics-sample-papers-4sets.pdf	Engineering Physics — Sample Papers (4 Sets)
/uploads/physics/quantum-computing-notes.pdf	Quantum Computing Notes
/uploads/physics/quantum-computing-slides.pptx	Quantum Computing Slides
/uploads/physics/quantum-theory-notes-v1.pdf	Quantum Theory Notes (Version 1)
/uploads/physics/quantum-theory-slides.pdf	Quantum Theory Slides
/uploads/physics/special-theory-of-relativity.pdf	Special Theory Of Relativity
/uploads/programming/arrays-and-strings.pdf	Arrays And Strings
/uploads/programming/basics-of-c-language-semA.pdf	Basics Of C Language
/uploads/programming/c-language-book-semA.pdf	C Language Book
/uploads/programming/c-language-question-bank-1.pdf	C Language Question Bank 1
/uploads/programming/c-language-question-bank-2.pdf	C Language Question Bank 2
/uploads/programming/chapter-2-instructions-and-operators.pdf	Chapter 2 Instructions And Operators
/uploads/programming/chapter-3-boolean-algebra.pptx	Chapter 3 Boolean Algebra
/uploads/programming/chapter-3-conditional-instructions.pdf	Chapter 3 Conditional Instructions
/uploads/programming/co10504-lab-assignment-3.pdf	Co10504 Lab Assignment 3
/uploads/programming/co10504-lab-assignment-4.pdf	Co10504 Lab Assignment 4
/uploads/programming/co10504-lab-assignment-5.pdf	Co10504 Lab Assignment 5
/uploads/programming/computer-organization-syllabus.pdf	Computer Organization Syllabus
/uploads/programming/cp-notes.pdf	Cp Notes
/uploads/programming/dbms-notes-1.pdf	DBMS Notes 1
/uploads/programming/dbms-notes-2.pdf	DBMS Notes 2
/uploads/programming/dbms-question-bank.pdf	DBMS Question Bank
/uploads/programming/flowcharts-and-algorithms.pdf	Flowcharts And Algorithms
/uploads/programming/functions-and-recursion.pdf	Functions And Recursion
/uploads/programming/intro-to-ai-notes-1.pdf	Intro To AI Notes 1
/uploads/programming/intro-to-ai-notes-2.pdf	Intro To AI Notes 2
/uploads/programming/intro-to-ai-question-bank.pdf	Intro To AI Question Bank
/uploads/programming/intro-to-computer-networks.pdf	Intro To Computer Networks
/uploads/programming/intro-to-hardware-and-software.pdf	Intro To Hardware And Software
/uploads/programming/it-endsem-2019-2024.pdf	IT Endsem 2019 2024
/uploads/programming/it-endsem-2025.pdf	IT Endsem 2025
/uploads/programming/it-mst1-solutions.pdf	IT Mid-Semester Test 1 Solutions
/uploads/programming/it-mst1.pdf	IT Mid-Semester Test 1
/uploads/programming/it-mst2.pdf	IT Mid-Semester Test 2
/uploads/programming/lab-assignment-0.pdf	Lab Assignment 0
/uploads/programming/lab-assignment-1.pdf	Lab Assignment 1
/uploads/programming/lab-assignment-2.pdf	Lab Assignment 2
/uploads/programming/number-system-notes.pdf	Number System Notes
/uploads/programming/overview-of-operating-system.pdf	Overview Of Operating System
/uploads/programming/pointers-in-c-part1.pdf	Pointers In C Part1
/uploads/programming/programming-mst1.pdf	Programming Mid-Semester Test 1
/uploads/programming/python-cheat-sheet.pdf	Python Cheat Sheet
/uploads/programming/unit1-basic-concepts-of-it.pdf	Unit1 Basic Concepts Of IT
/uploads/programming/unit1-it-question-bank.pdf	Unit1 IT Question Bank
