1cYKAo_kQYBV9yWNbzfskiFzzkhAsIw1H	mechanical-workshop	fluid-mechanics.pdf
16nBtHnoHNl4x-9GfIgX5uND1nO2ebe1z	mechanical-workshop	intro-to-mechanics.pdf
16uicwGR76B1TRlBuJx-IRzDWNnNK04vr	mechanical-workshop	manufacturing-process.pdf
1-cUtHKnARGCZYYRW6wYZrmYl7o-E6gqF	mechanical-workshop	strength-of-material.pdf
19ZvFdRp52id0d7-Q_zKUPyUhtf4fdaQh	mechanical-workshop	thermodynamics.pdf
1ln13YbBxS5xTkfVY_zMkdRzeyPZxH7JE	mechanical-workshop	bme-first-sem-complete-theory.pdf
1AObd99ib2KiPMbLpTDGLRU6VP2I768tH	chemistry	basic-chem.pdf
1yx3skIMj0bPWmRLMTgv2blsuOv-wy-ZE	chemistry	catalysis.pdf
16LLqR9aX36vNo7Vv7XRFPRrkfoRKZg3K	chemistry	environmental-pollution.pdf
1KHpvhycS-Pgg-OuNsEke9wDqaTPs-te5	chemistry	green-chemistry.pdf
1W8mUFpF4Ke5FCMYziPbmGZXCrm5yJk6R	chemistry	ir-spectroscopy-2.pdf
1rgPiDlxwdhV8JiGswHAnhTYIZ8M6TgTx	chemistry	nmr-notes.pdf
1FCgvx3TKUuAhs3nqfLXJzVpbV6A6mwFw	chemistry	spectroscopy.pdf
1VF4HKhpo0yU0tesIKONOvjmdvysg5IpQ	chemistry	water-chemistry.pdf
1AN9uadyNYWTHQ5OSNP7E5q9L2EA_Zbi9	chemistry	chem-cheat-sheet-1.pdf
1Lodm3-IrR7PcF22klbV-wVpAZXgXHyNh	chemistry	chem-cheat-sheet-2.pdf
1Sz2oEnP1AMxc6VWrur706fp32RS7OBLo	programming	cp-notes.pdf
1y4T7-gy761l7GZ4Wq2j_ul8JX6lRvwdD	programming	python-cheat-sheet.pdf
1dBj0UuijRaiGsIfCC5DMaW1Pzd6u_wLd	electronics	ee-notes.pdf
1cN21Nad3pUWlAWOyAjiuqNnbipMudH4L	electronics	et-unit2-part1.pdf
1gTO9YiPWCdeSrKyE0v8qmI-Cwfv1Q3tj	electronics	et-unit2-part2.pdf
1eKnfSPFlE4XnUq-ge2BEnIdrR2DNUbEI	electronics	et-unit3-part1.pdf
1ng-gtYYLbKHv2f4bdTKhf6AOxGlvtRpz	electronics	et-unit3-part2.pdf
1mFJZz9lVNgcJ0Kk8I7HO-a9kToGQk8m2	electronics	et-unit1.pdf
12b1H4uhRMuLzK0lJ87QHI4ZHLGkvjKij	electronics	transformer.pdf
1j6GiyXoftwVXlt_Z_D0pIKwO73aAU780	electronics	unit4-dc-motor.pdf
1aQbk964Y7cfAacPmOZJ8IKJFXSQ_7VwP	electronics	eee-analog-cheatsheet.pdf
1TjKoZp7aHcUOeQ3fZgh5o5f_OQvzuhd9	electronics	eee-digital-cheatsheet.pdf
16nPqRstV2QhQsY3DReBwv14cE3rWUXm5	mathematics	asymptotes-and-curve-tracing.pdf
1bv0WVDon6_qUHtSq6IorFUXLUxzBpkHj	mathematics	curvature-1.pdf
11K4Tmo59iKFaQAOQ7UvqaCGEyvwSk-nR	mathematics	curvature-2.pdf
1GAB48Je0ewRTnQJmurGnK7qHSAXpw_QW	mathematics	mclaurin-taylor-series.pdf
1iRkXYyf7V3YxF-tUeDguRvmHlcNWL4DX	mathematics	successive-differentiation.pdf
1ytBZsrzY0DaKyQ75c5kBvCHpmRtIrtzV	mathematics	hyperbolic-functions.pdf
1YJHreBJJeagFnlP1ubQUpHuNskRbNUUw	mathematics	infinite-series-1.pdf
16TvzlvAj9JoEUcXAxqjcIVRqwPpkMoJ0	mathematics	infinite-series-2.pdf
19Zqpey6zxXJttgHcjtm4QQ_YwcMEBkzB	mathematics	integration.pdf
1fwrF18LjJcMhJKg2vvGaYB-NNe4CcJJf	mathematics	matrices-1.pdf
1SeNTAfkK9aBWsoDZonz069-9ykbhP1IV	mathematics	matrices-2.pdf
1DP9qMG7M1oBMAPaP_9y1t2mDAy5ZF-I9	mathematics	matrices-3.pdf
12iUDFVKZ1-6U7yDyXBMs7nnN5h2fgdDo	mathematics	maths-cheat-sheet.pdf
19pujK1rFfBrSX0FklIAK1aRujsTScUBe	physics	physics-notes-op-thakur.pdf
