1tjo06oTld446nngj6aWGGlKhSu3dQnoY	general	endsem-2022-paper1.pdf
1tsmjR_nFFdPCDWrvkbYRrYlwOPWx0e44	general	endsem-2022-paper2.pdf
1rEcdm7ySaOFkn1Q13f5xTwEAo6W2Y69X	chemistry	chemistry-previous-years-2.pdf
18x_7ftPnNx-r18VV6cHOdzxSxb7RyStY	chemistry	chemistry-1st-mst.pdf
1DdiGZYgh7R1xzqVic6b1umKa1cEvwNuZ	electronics	ece-syllabus.pdf
1pn6ZwNbH7ruw4fXiPA_Md7tq4waT4yyy	general	endsem-pyq-compilation.pdf
12NlO3hGLPhlJ9kPmpKapb93jJGcbhuL7	general	endsem-2015-19-compilation.pdf
188CdF14JeHUSTzeZ4b3q_nHtgISXEHBB	mathematics	m02-previous-years-2.pdf
199YrQZo8WfEec9vLcNebhv0zE9C8bWxf	mathematics	mathematics-2-mst1.pdf
18gd5GK62lnkQB_smC8hC50e1ufOOOCPi	programming	programming-mst1.pdf
1opmxsf1VA22hlP9Gv4v-X4v-Sf7AZojY	general	sem2-syllabus.pdf
191xFF8O6-drU3SzKFbh9xwFUXVi3RHXT	languages	technical-english-mst1.pdf
